moltbot	https://github.com/moltbot/moltbot.git
nix-moltbot	https://github.com/moltbot/nix-moltbot.git
moltinators	https://github.com/moltbot/moltinators.git
molthub	https://github.com/moltbot/molthub.git
nix-steipete-tools	https://github.com/moltbot/nix-steipete-tools.git
